,file,predicted 1,predicted 2,predicted 3,x,y,z
205,1228-O (©CoID).jpg,GRAPHICS,SOUVENIRS,WALLPAPER,2.518315,4.374036,1.5597478
206,1229-O (©CoID).jpg,FURNITURE,INTERIOR DESIGN,HEATING,11.237033,7.845713,6.475991
207,123 H-O.jpg,INTERIOR DESIGN,FURNITURE,HEATING,9.972645,8.497224,3.8692966
208,"1230, 1231-O (©CoID).jpg",CERAMICS,TABLEWARE,OTHER,3.5099247,-0.0663783,9.175089
209,"1232, 1233-O (©CoID).jpg",INTERIOR DESIGN,FURNITURE,HEATING,10.573862,7.7980747,4.3004284
210,1235-1236-O (CoID).jpg,CERAMICS,TABLEWARE,OTHER,3.7192333,-0.08570693,9.050157
211,1237-O (©CoID).jpg,TEXTILES,INDUSTRIAL AND MANUFACTURING PROCESSES,GRAPHICS,2.3616996,9.048118,4.510798
212,1239-O (©CoID).jpg,GRAPHICS,OTHER,DESIGN THEORY,4.335217,4.0329995,2.975074
213,124 H-O.jpg,INTERIOR DESIGN,FURNITURE,HEATING,9.895821,8.48588,3.997786
214,1245-O (©CoID).jpg,TABLEWARE,ORNAMENTS,FURNITURE,10.815015,6.8263664,7.6854887
215,1246-O (©CoID).jpg,TABLEWARE,CERAMICS,ORNAMENTS,3.3021777,-0.31339246,7.57955
216,1247-O (©CoID).jpg,CERAMICS,TABLEWARE,ORNAMENTS,2.9208539,0.25720292,8.125931
217,1249-O (©CoID).jpg,TABLEWARE,ORNAMENTS,CERAMICS,3.2004037,-0.55886376,7.0412593
218,1250-O (©CoID).jpg,TABLEWARE,CERAMICS,ORNAMENTS,3.3206863,-0.15441215,7.7187433
219,1251-O (©CoID).jpg,SOUVENIRS,CERAMICS,SMOKING ACCESSORIES,3.244637,2.4189181,5.594687
220,126 H-O.jpg,ORNAMENTS,SOUVENIRS,GRAPHICS,3.3661616,2.7435112,5.558594
221,127 H-O.jpg,SOUVENIRS,GRAPHICS,SMOKING ACCESSORIES,3.2591624,2.6323133,5.567981
222,128 H-O.jpg,SOUVENIRS,WALLPAPER,CERAMICS,3.2353842,2.5632613,5.5917845
223,1290-O (©CoID).jpg,SOUVENIRS,TABLEWARE,JEWELLERY,3.2295506,2.3212228,5.739136
224,1291-O (©CoID).jpg,ORNAMENTS,JEWELLERY,SOUVENIRS,4.2085643,2.2463107,6.380373
225,1292-O (©CoID).jpg,GRAPHICS,DESIGN THEORY,WALLPAPER,2.985288,4.034288,2.163971
226,"1293-O (Dennis Hooker A.I.B.P., A.R.P.S.).jpg",GRAPHICS,DESIGN THEORY,FURNITURE,3.9245222,3.93313,3.4144082
227,1294-O (Copy Neg ©CoID).jpg,GRAPHICS,PORTRAITS,DESIGN THEORY,4.025322,4.4070807,2.2635105
228,1295-O (Copy Neg ©CoID).jpg,FURNITURE,INTERIOR DESIGN,DESIGN THEORY,11.879984,6.9348316,5.932854
229,1297-O (Copy Neg ©CoID).jpg,GRAPHICS,DESIGN THEORY,PORTRAITS,4.1028647,4.4192553,2.4268415
230,1298-O (Copy Neg ©CoID).jpg,GRAPHICS,PORTRAITS,DESIGN THEORY,6.776329,4.756116,3.96456
231,1299-O (Copy Neg ©CoID).jpg,GRAPHICS,CLOCKS,DESIGN THEORY,4.277495,4.037537,2.7658713
232,13 H-O.jpg,MUSICAL INSTRUMENTS,CLOCKS,HEATING,10.990779,6.1242476,6.18709
233,1300-O (Copy Neg ©CoID).jpg,OTHER,TRANSPORT,ARCHITECTURE,8.552849,4.5395617,3.46111
234,"1301, 1302-O (Copy Neg ©CoID).jpg",CERAMICS,SOUVENIRS,TABLEWARE,2.399756,0.846405,9.121254
235,1303-O (©CoID).jpg,GRAPHICS,SOUVENIRS,SMOKING ACCESSORIES,3.058441,3.3526673,3.4348588
236,13010 B-O.jpg,INTERIOR DESIGN,FURNITURE,HEATING,11.264355,7.6686063,3.957691
237,130101 H-O.jpg,FURNITURE,ORNAMENTS,MUSICAL INSTRUMENTS,11.736853,6.7953157,6.6796675
238,130103 H-O.jpg,INTERIOR DESIGN,PORTRAITS,GRAPHICS,9.13427,6.395452,3.5506048
239,130104 H-O.jpg,INDUSTRIAL AND MANUFACTURING PROCESSES,FURNITURE,MATERIALS,8.274501,4.4731994,4.736833
240,130108 H-O.jpg,INTERIOR DESIGN,FURNITURE,HEATING,9.827858,8.018209,3.7509363
241,130109 H-O.jpg,INTERIOR DESIGN,FURNITURE,HEATING,10.155424,8.425793,4.120886
242,130110 H-O.jpg,INTERIOR DESIGN,FURNITURE,HEATING,10.799231,7.62822,3.516399
243,130115 H-O.jpg,INTERIOR DESIGN,FURNITURE,HEATING,11.476345,7.654863,3.2891662
244,130116 H-O.jpg,INTERIOR DESIGN,FURNITURE,TELECOMMUNICATIONS,11.31102,7.5132666,3.4225183
245,130119 H-O.jpg,GRAPHICS,DESIGN THEORY,OTHER,3.4691145,3.9013672,3.1280375
246,13012 H-O.jpg,TABLEWARE,CERAMICS,DOMESTIC APPLIANCES,4.251807,-0.010989683,8.546639
247,130120 H-O.jpg,HEATING,DESIGN THEORY,ARCHITECTURE,6.896734,2.7710147,6.2573195
248,130121 H-O.jpg,FURNITURE,DESIGN THEORY,HEATING,11.8984995,6.877105,6.30328
249,130122 H-O.jpg,SCIENTIFIC EQUIPMENT,ENGINEERING,TRAVEL GOODS,7.5790744,2.373424,5.8567977
250,130130 H-O.jpg,CERAMICS,SOUVENIRS,ORNAMENTS,3.0071042,0.85773706,8.66848
251,130131 H-O.jpg,FURNITURE,MUSICAL INSTRUMENTS,ORNAMENTS,11.42593,6.9121246,7.014182
252,130133 H-O.jpg,INDUSTRIAL AND MANUFACTURING PROCESSES,ENGINEERING,MATERIALS,8.52022,2.4813104,5.153386
253,130134 H-O.jpg,TEXTILES,WALLPAPER,CARPETS,2.2438927,8.837221,4.578432
254,130135 H-O.jpg,ENGINEERING,INDUSTRIAL AND MANUFACTURING PROCESSES,MATERIALS,8.481895,2.5113888,5.145112
255,130137 H-O.jpg,TEXTILES,WALLPAPER,CARPETS,2.1812134,8.88645,4.49104
256,130138 H-O.jpg,ENGINEERING,SCIENTIFIC EQUIPMENT,INDUSTRIAL AND MANUFACTURING PROCESSES,8.562649,2.1891031,5.291631
257,130139 H-O.jpg,INDUSTRIAL AND MANUFACTURING PROCESSES,ENGINEERING,SCIENTIFIC EQUIPMENT,8.478675,2.4053366,5.177563
258,13014 H-O.jpg,TABLEWARE,CERAMICS,OPTICAL,4.4237494,-0.31200662,7.997229
259,130141 H-O.jpg,ENGINEERING,INDUSTRIAL AND MANUFACTURING PROCESSES,SCIENTIFIC EQUIPMENT,8.522673,2.3020172,5.2290425
260,130142 H-O.jpg,INDUSTRIAL AND MANUFACTURING PROCESSES,ARCHITECTURE,TEXTILES,8.059577,4.2805085,4.4904776
261,130143 H-O.jpg,TEXTILES,WALLPAPER,GRAPHICS,2.5851307,8.041145,3.909084
262,130144 H-O.jpg,CERAMICS,TABLEWARE,SOUVENIRS,2.9721782,0.37225187,9.040853
263,130145 H-O.jpg,TABLEWARE,CERAMICS,ORNAMENTS,3.5868661,0.3209842,8.507351
264,130146 H-O.jpg,CERAMICS,SOUVENIRS,TABLEWARE,2.341387,0.64139694,9.076234
265,130147 H-O.jpg,TABLEWARE,CERAMICS,ORNAMENTS,3.4443386,0.22056574,8.386541
266,130148 H-O.jpg,TABLEWARE,CERAMICS,ORNAMENTS,3.61806,0.2997381,8.481413
267,130149 H-O.jpg,SOUVENIRS,SMOKING ACCESSORIES,RELIGIOUS OBJECTS,6.5103207,4.170121,4.4152284
268,130157 H-O.jpg,SMOKING ACCESSORIES,DRAWING AND PAINTING EQUIPMENT AND ACCESSORIES,MEDICAL,3.8434987,2.865032,4.240445
269,130159 H-O.jpg,FURNITURE,MUSICAL INSTRUMENTS,ORNAMENTS,11.542001,6.597789,6.4445515
270,13016 H-O.jpg,LIGHTING,TOOLS,DOMESTIC APPLIANCES,7.222644,1.2255973,8.209398
271,130160 H-O.jpg,INTERIOR DESIGN,FURNITURE,HEATING,9.891291,8.118975,3.942708
272,130161 H-O.jpg,INTERIOR DESIGN,FURNITURE,TELECOMMUNICATIONS,11.483715,7.5916195,3.4434566
273,130162 H-O.jpg,INTERIOR DESIGN,FURNITURE,HEATING,10.941567,7.8368063,3.9010818
274,130164 H-O.jpg,INTERIOR DESIGN,FURNITURE,OTHER,10.084893,7.9387264,4.322792
275,130165 H-O.jpg,INTERIOR DESIGN,WALLPAPER,FURNITURE,9.860605,7.5471587,3.78136
276,130167 H-O.jpg,INTERIOR DESIGN,FURNITURE,HEATING,10.5456705,7.8645067,4.462963
277,130168 H-O.jpg,INTERIOR DESIGN,FURNITURE,HEATING,11.599994,7.6485243,3.9093764
278,130169 H-O.jpg,FURNITURE,ORNAMENTS,ARCHITECTURE,11.81722,6.9216757,6.600927
279,13017 H-O.jpg,FURNITURE,MATERIALS,ORNAMENTS,11.415658,7.0023804,7.248408
280,130171 H-O.jpg,INTERIOR DESIGN,FURNITURE,HEATING,11.509114,7.6743894,4.400164
281,130172 H-O.jpg,GRAPHICS,WALLPAPER,DESIGN THEORY,3.7672107,4.4583774,2.2429724
282,130175 H-O.jpg,INTERIOR DESIGN,FURNITURE,HEATING,10.632352,8.054523,4.6696215
283,130176A+B H-O.jpg,FURNITURE,INTERIOR DESIGN,HEATING,10.885357,7.647476,6.1513243
284,130177 H-O.jpg,FURNITURE,INTERIOR DESIGN,DESIGN THEORY,11.070129,7.1587963,6.9152946
285,13018 H-O.jpg,INTERIOR DESIGN,HEATING,FURNITURE,10.595544,7.7268386,3.421862
286,130187 H-O.jpg,ORNAMENTS,TABLEWARE,CERAMICS,3.22462,-0.4348959,7.173004
287,130188-O.jpg,TABLEWARE,CERAMICS,HEATING,3.931324,-0.19437829,8.654858
288,130189-O.jpg,CERAMICS,TABLEWARE,HEATING,2.248137,0.629025,9.615618
289,13019 H-O.jpg,INTERIOR DESIGN,FURNITURE,TELECOMMUNICATIONS,11.277091,7.489256,3.4165974
290,130190-O.jpg,CERAMICS,TABLEWARE,SOUVENIRS,2.9303727,0.4706731,8.900583
291,130191-O.jpg,MUSICAL INSTRUMENTS,CLOCKS,TOOLS,10.933098,5.9846406,6.178475
292,130192-O.jpg,ENGINEERING,MUSICAL INSTRUMENTS,SCIENTIFIC EQUIPMENT,8.260129,2.1000924,5.432382
293,130193-O.jpg,FURNITURE,TOOLS,ORNAMENTS,11.545527,6.9963074,7.386854
294,130194-O.jpg,MUSICAL INSTRUMENTS,ENGINEERING,TOYS,8.126092,2.3789456,5.4672995
295,130198 H-O.jpg,FURNITURE,ENGINEERING,MUSICAL INSTRUMENTS,11.486661,6.798038,6.9443517
296,130216A+B H-O.jpg,FURNITURE,INTERIOR DESIGN,ENGINEERING,11.823901,6.7875886,6.4587216
297,130218 H-O.jpg,OTHER,GRAPHICS,INTERIOR DESIGN,4.921578,4.645332,2.5142314
298,13022 H-O.jpg,INTERIOR DESIGN,FURNITURE,HEATING,11.603317,7.649468,3.3517203
299,130223 H-O.jpg,DOMESTIC APPLIANCES,TABLEWARE,TOOLS,6.930317,1.4056798,6.471524
300,130224 H-O.jpg,DOMESTIC APPLIANCES,TABLEWARE,TOOLS,6.780849,1.1760021,6.7204814
301,130224-O.jpg,CLOCKS,SCIENTIFIC EQUIPMENT,MUSICAL INSTRUMENTS,6.476196,0.48378372,3.836491
302,130229-O.jpg,INTERIOR DESIGN,FURNITURE,HEATING,11.443691,7.6114426,3.5655894
303,130231-O.jpg,FURNITURE,INTERIOR DESIGN,ORNAMENTS,11.926028,6.8303013,6.2814927
304,130238-O.jpg,DOMESTIC APPLIANCES,TOYS,SCIENTIFIC EQUIPMENT,7.184264,1.5653635,6.1738834
305,130241-O.jpg,ENGINEERING,TOOLS,SCIENTIFIC EQUIPMENT,8.022634,1.4553308,5.7204022
306,13025 H-O.jpg,GRAPHICS,CERAMICS,SOUVENIRS,2.1941507,1.134595,8.542634
307,130251-O.jpg,INTERIOR DESIGN,FURNITURE,HEATING,10.376112,7.706991,4.0360355
308,13026 H-O.jpg,TABLEWARE,CERAMICS,TELECOMMUNICATIONS,4.046469,-0.16867541,8.763177
309,13027 H-O.jpg,CERAMICS,TABLEWARE,OTHER,2.5796385,0.15435445,9.800326
310,13028 H-O.jpg,CERAMICS,TABLEWARE,SOUVENIRS,2.1271508,0.8669292,9.658767
311,13029 H-O.jpg,TABLEWARE,CERAMICS,DOMESTIC APPLIANCES,3.7888906,-0.10997315,8.952469
312,13030 H-O.jpg,CERAMICS,TABLEWARE,OTHER,2.477678,0.5409303,9.513021
313,13031 H-O.jpg,CERAMICS,TABLEWARE,OTHER,2.1166818,0.9014022,9.706003
314,13041 H-O.jpg,GRAPHICS,WALLPAPER,DESIGN THEORY,4.082243,4.550574,2.7903702
315,13070 H-O.jpg,INTERIOR DESIGN,FURNITURE,HEATING,10.632971,7.699156,3.3989162
316,13073 H-O.jpg,INTERIOR DESIGN,FURNITURE,TELECOMMUNICATIONS,11.55775,7.667256,3.1706257
317,13074 H-O.jpg,INTERIOR DESIGN,FURNITURE,TELECOMMUNICATIONS,11.661762,7.7985272,3.350294
318,13075 H-O.jpg,INTERIOR DESIGN,FURNITURE,HEATING,9.836483,8.131991,3.6898575
319,13076-O.jpg,INTERIOR DESIGN,FURNITURE,TELECOMMUNICATIONS,11.696815,7.6493516,3.1646354
320,13077 H-O.jpg,TABLEWARE,CERAMICS,OTHER,5.7674623,-0.9198497,8.299494
321,13078 H-O.jpg,INTERIOR DESIGN,FURNITURE,HEATING,10.740442,7.706842,3.8225229
322,13079 H-O.jpg,TABLEWARE,TELECOMMUNICATIONS,INTERIOR DESIGN,4.885866,-0.4508662,8.327597
323,1308 B-O.jpg,FURNITURE,INTERIOR DESIGN,OTHER,11.436547,6.992749,7.1183863
324,13081 H-O.jpg,CERAMICS,TABLEWARE,ORNAMENTS,3.3263888,0.17815293,8.593421
325,13082 H-O.jpg,TABLEWARE,CERAMICS,TOOLS,5.9391813,-1.0241119,8.277895
326,13085 H-O.jpg,LIGHTING,SCIENTIFIC EQUIPMENT,ENGINEERING,7.2138467,1.2421483,8.138661
327,1309 B-O.jpg,FURNITURE,MUSICAL INSTRUMENTS,INTERIOR DESIGN,11.802227,6.7997494,6.3503513
328,13090 H-O.jpg,INTERIOR DESIGN,FURNITURE,HEATING,10.417222,8.033021,4.374457
329,13092 H-O.jpg,INTERIOR DESIGN,FURNITURE,CARPETS,11.668894,7.663816,3.8574622
330,13093 H-O.jpg,INTERIOR DESIGN,FURNITURE,GRAPHICS,10.070974,8.04866,4.004121
331,13094 H-O.jpg,INTERIOR DESIGN,FURNITURE,CARPETS,10.9758835,8.028555,5.2677827
332,13095 H-O.jpg,FURNITURE,INTERIOR DESIGN,OTHER,10.729007,8.018193,5.382228
333,"1310, 1311-O (Copy Neg ©CoID).jpg",FURNITURE,INTERIOR DESIGN,OFFICE EQUIPMENT,11.561489,7.360309,5.676191
334,1315-O (Copy Neg ©CoID).jpg,INTERIOR DESIGN,FURNITURE,TELECOMMUNICATIONS,11.10288,7.4155025,3.7961957
335,1316-O (Copy Neg ©CoID).jpg,ORNAMENTS,SOUVENIRS,INTERIOR DESIGN,4.0986204,1.4163253,7.841878
336,1318-O (©CoID).jpg,GRAPHICS,SMOKING ACCESSORIES,SOUVENIRS,2.8575447,3.4680233,2.7274504
337,1319-O (©CoID).jpg,GRAPHICS,SOUVENIRS,SMOKING ACCESSORIES,2.9186904,3.6641538,2.2864678
338,1311 H-O.jpg,GRAPHICS,SOUVENIRS,FURNITURE,3.3593478,4.4257545,2.0098767
339,1312 B-O.jpg,GRAPHICS,SOUVENIRS,SMOKING ACCESSORIES,2.5901232,4.102743,1.5473697
340,1313 B-O.jpg,GRAPHICS,PORTRAITS,SOUVENIRS,6.912898,4.859536,3.99569
341,1314 B-O.jpg,GRAPHICS,WALLPAPER,SOUVENIRS,3.3434012,4.340103,2.1040447
342,1315 B-O.jpg,GRAPHICS,SOUVENIRS,WALLPAPER,2.5013804,4.2685685,1.4302549
343,1316 B-O.jpg,GRAPHICS,WALLPAPER,DESIGN THEORY,3.3932781,4.2355704,1.868785
344,1317 B-O.jpg,GRAPHICS,SOUVENIRS,DESIGN THEORY,3.3313427,4.2798076,1.8980801
345,1318 B-O.jpg,GRAPHICS,SOUVENIRS,DESIGN THEORY,2.8913672,4.295169,1.2792988
346,1319 B-O.jpg,GRAPHICS,WALLPAPER,SOUVENIRS,3.3364058,4.1305532,1.9560267
347,132 H-O (out of production do not use).jpg,INTERIOR DESIGN,FURNITURE,GRAPHICS,9.825167,8.375588,3.589227
348,1323-O (©CoID).jpg,INTERIOR DESIGN,FURNITURE,HEATING,11.563069,7.716713,3.197326
349,1327-O (©CoID).jpg,FURNITURE,ORNAMENTS,BUILDING ACCESSORIES,11.669901,7.4541473,7.352614
350,1328-O (©CoID).jpg,FURNITURE,INTERIOR DESIGN,CARPETS,11.436472,7.6949987,6.7265005
351,1329-O (©CoID).jpg,TEXTILES,WALLPAPER,CARPETS,2.323279,8.222181,4.3939295
352,133 H-O.jpg,INTERIOR DESIGN,HEATING,FURNITURE,10.926078,7.975913,3.1987693
353,1330-O(©CoID).jpg,INTERIOR DESIGN,FURNITURE,CARPETS,11.638838,7.649796,3.5540912
354,1331-O (©CoID).jpg,CARPETS,FURNITURE,TEXTILES,2.3113103,7.8948984,4.966312
355,1332-O (©CoID).jpg,TEXTILES,CARPETS,WALLPAPER,2.5436785,7.731361,4.681279
356,1333-O (©CoID).jpg,TEXTILES,CARPETS,WALLPAPER,2.4530108,7.7600946,4.650046
357,"1335-O (Dennis Hooker A.I.B.P., A.R.P.S.).jpg",FURNITURE,INTERIOR DESIGN,JEWELLERY,11.579386,7.6636424,7.5187836
358,"1336-O (Dennis Hooker A.I.B.P., A.R.P.S.).jpg",FURNITURE,ARCHITECTURE,OTHER,11.467271,7.7908125,7.59418
359,1337-O (©CoID).jpg,CERAMICS,TABLEWARE,SOUVENIRS,2.2775831,0.881674,8.899561
360,"1338, 1339-O (Copy neg ©CoID).jpg",FURNITURE,INTERIOR DESIGN,HEATING,11.195516,7.9189487,5.3567863
361,1331 H-O.jpg,GRAPHICS,DESIGN THEORY,SMOKING ACCESSORIES,3.209246,3.8822706,1.6983796
362,1332 H-O.jpg,TABLEWARE,ORNAMENTS,JEWELLERY,3.6823554,0.085825436,7.390915
363,1333 H-O.jpg,INTERIOR DESIGN,GRAPHICS,HEATING,9.833544,7.9047375,3.6608908
364,1334 H-O.jpg,TOOLS,ENGINEERING,DRAWING AND PAINTING EQUIPMENT AND ACCESSORIES,7.0192256,0.15977019,7.0835133
365,1336 H-O.jpg,RELIGIOUS OBJECTS,SOUVENIRS,JEWELLERY,4.0058694,2.2382014,6.2259903
366,134 H-O.jpg,INTERIOR DESIGN,INDUSTRIAL AND MANUFACTURING PROCESSES,TOYS,10.871345,7.7889094,2.99312
367,1342-O (©CoID).jpg,WALLPAPER,TEXTILES,CARPETS,2.2651873,7.1377764,3.9812148
368,1343-O (©CoID).jpg,WALLPAPER,BUILDING ACCESSORIES,TEXTILES,2.189957,7.098275,3.9987278
369,1347-O (©CoID).jpg,WALLPAPER,TEXTILES,DESIGN THEORY,2.921071,6.5281944,3.816954
370,1348-O (©CoID).jpg,GRAPHICS,SMOKING ACCESSORIES,SOUVENIRS,3.0064123,3.743989,2.8194463
371,1349-O (©CoID).jpg,GRAPHICS,SOUVENIRS,SMOKING ACCESSORIES,2.9762127,3.6178298,2.6163652
372,135 H-O.jpg,OFFICE EQUIPMENT,DESIGN THEORY,DRAWING AND PAINTING EQUIPMENT AND ACCESSORIES,4.7192836,4.470648,3.724221
373,1350-O (©CoID).jpg,WALLPAPER,TEXTILES,GRAPHICS,2.5921676,6.7327094,3.769176
374,1351-O (©CoID).jpg,TEXTILES,CARPETS,MATERIALS,2.5009546,8.936237,4.3616924
375,1352-O (©CoID).jpg,TABLEWARE,ORNAMENTS,CERAMICS,2.9098008,-0.5640553,7.021807
376,1353-O (©CoID).jpg,TABLEWARE,CERAMICS,ORNAMENTS,3.177077,-0.2595583,7.6414175
377,1354-O (©CoID).jpg,GRAPHICS,DESIGN THEORY,INTERIOR DESIGN,3.8640707,4.2437916,2.2613742
378,1355-O (©CoID).jpg,WALLPAPER,TEXTILES,GRAPHICS,2.6365182,6.4788585,3.7988827
379,1356-O (©CoID).jpg,INTERIOR DESIGN,FURNITURE,TELECOMMUNICATIONS,11.277179,7.596789,3.0983827
380,1357-O (©CoID).jpg,INTERIOR DESIGN,TRANSPORT,TOYS,11.292422,7.5662365,2.9818063
381,1358-O (©CoID).jpg,INTERIOR DESIGN,FURNITURE,GRAPHICS,11.051685,7.607095,3.5262828
382,1351 H-O.jpg,PORTRAITS,INTERIOR DESIGN,GRAPHICS,6.998679,4.8997455,4.0130634
383,1352 H-O.jpg,PORTRAITS,INTERIOR DESIGN,GRAPHICS,7.027511,4.934428,3.9998744
384,136 H-O.jpg,ORNAMENTS,FURNITURE,LIGHTING,10.821802,6.77336,7.6598997
385,1360-O (©CoID).jpg,INTERIOR DESIGN,FURNITURE,SCIENTIFIC EQUIPMENT,10.16662,7.681198,3.5064151
386,1361-O (©CoID).jpg,INTERIOR DESIGN,HEATING,FURNITURE,10.110282,8.527602,3.9292073
387,1362-O (©CoID).jpg,INTERIOR DESIGN,FURNITURE,HEATING,11.225762,7.7653885,3.9225588
388,1363-O (©CoID).jpg,INTERIOR DESIGN,FURNITURE,HEATING,11.116074,7.7782116,4.1768913
389,"1364-O (Dennis Hooker A.I.B.P., A.R.P.S.).jpg",TABLEWARE,CERAMICS,OTHER,4.424449,0.45642358,8.198599
390,"1369-O (Copy Neg, CoID).jpg",WALLPAPER,TEXTILES,CARPETS,2.2491155,6.9270296,3.9398656
391,1361 H-O.jpg,TEXTILES,WALLPAPER,CARPETS,2.4631076,8.738006,4.2499304
392,137 H-O.jpg,LIGHTING,SOUVENIRS,TABLEWARE,6.8678393,1.1920286,8.453774
393,"1370, 1371-O (Copy Neg, CoID).jpg",JEWELLERY,FURNITURE,INTERIOR DESIGN,4.1946583,2.1812348,6.4392486
394,"1372, 1373-O (Copy Neg, CoID).jpg",GRAPHICS,DESIGN THEORY,WALLPAPER,3.258068,3.5142262,3.133903
395,"1374, 1375-O (Copy Neg, CoID).jpg",TABLEWARE,ORNAMENTS,CERAMICS,3.1438208,-0.56762713,7.0424333
396,"1376-O (Copy Neg, CoID).jpg",INTERIOR DESIGN,FURNITURE,OFFICE EQUIPMENT,11.2828455,7.600928,3.0610187
397,"1377, 1378-O (Copy Neg, CoID).jpg",CERAMICS,TABLEWARE,ORNAMENTS,3.2873132,-0.07560551,7.666359
398,1379-O (©CoID).jpg,GRAPHICS,SMOKING ACCESSORIES,WALLPAPER,3.030676,3.7762427,2.4911056
399,1371 H-O.jpg,INTERIOR DESIGN,GRAPHICS,OTHER,10.861223,7.442497,3.5223184
400,1372 H-O.jpg,PORTRAITS,INTERIOR DESIGN,GRAPHICS,8.844925,6.178551,3.6143036
401,138 H-O.jpg,LIGHTING,JEWELLERY,SMOKING ACCESSORIES,4.409432,2.092282,6.509235
402,1380-O (©CoID).jpg,DESIGN THEORY,GRAPHICS,TRANSPORT,4.3889422,4.133914,3.6325088
403,1381-O (©CoID).jpg,DESIGN THEORY,ARCHITECTURE,OFFICE EQUIPMENT,4.578255,4.025537,3.798216
404,"1382-O (Dennis Hooker A.I.B.P., A.R.P.S.).jpg",TABLEWARE,SOUVENIRS,JEWELLERY,6.644442,-0.9983046,7.78144
405,1383-O (CoID).jpg,CARPETS,TEXTILES,FURNITURE,2.2965603,7.886538,5.014372
406,"1384-O (Dennis Hooker A.I.B.P., A.R.P.S.).jpg",TABLEWARE,TOOLS,DRAWING AND PAINTING EQUIPMENT AND ACCESSORIES,6.7575736,-0.94579375,7.6675205
407,"1386-O (Dennis Hooker A.I.B.P., A.R.P.S).jpg",CARPETS,TEXTILES,WALLPAPER,2.2208104,7.8619556,4.9561243
408,"1389-O (Dennis Hooker A.I.B.P., A.R.P.S).jpg",TABLEWARE,OTHER,SMOKING ACCESSORIES,4.6233172,0.089478336,8.073115
409,139 H-O.jpg,SOUVENIRS,SMOKING ACCESSORIES,TABLEWARE,3.1879327,2.3455977,5.4858356
410,"1390-O (Copy neg, CoID).jpg",CERAMICS,TABLEWARE,SOUVENIRS,3.0022347,0.45824242,8.97908
411,"1391, 1392-O (Copy neg CoID).jpg",TABLEWARE,CERAMICS,ORNAMENTS,3.3525333,-0.25451407,7.538428
412,"1393, 1394-O (Copy Neg, CoID).jpg",INTERIOR DESIGN,FURNITURE,HEATING,11.246882,7.622628,4.103655
413,"1395, 1396-O (Copy Neg, CoID(.jpg",FURNITURE,INTERIOR DESIGN,HEATING,11.511911,7.3955164,5.790571
414,1398-O (CoID).jpg,TRANSPORT,GRAPHICS,INTERIOR DESIGN,9.581747,2.7188895,3.4554448
415,"1399, 1340-O (Copy neg CoID).jpg",TRANSPORT,TOYS,INTERIOR DESIGN,9.215927,3.128863,3.7321296
416,1395 B-O.jpg,TOYS,MATERIALS,INDUSTRIAL AND MANUFACTURING PROCESSES,6.754551,3.5340202,4.614409
417,1396 B-O.jpg,INTERIOR DESIGN,FURNITURE,TABLEWARE,11.618551,7.5910087,4.5727644
418,1398 B-O.jpg,INTERIOR DESIGN,FURNITURE,CARPETS,10.864383,7.9799547,4.3778415
419,14&15-O.jpg,JEWELLERY,LIGHTING,TABLEWARE,4.1091394,1.9418495,6.576805
420,140 H-O.jpg,TABLEWARE,ORNAMENTS,SOUVENIRS,3.2902374,-0.34226936,6.9523606
421,1402-O (©CoID).jpg,TEXTILES,WALLPAPER,CARPETS,2.2204406,8.942625,4.5499763
422,141 H-O.jpg,SOUVENIRS,GRAPHICS,CERAMICS,3.1383953,2.4282498,5.5710807
423,1412-O (©CoID).jpg,INTERIOR DESIGN,FURNITURE,HEATING,11.25128,8.260695,3.2814558
424,1413-O (©CoID).jpg,INTERIOR DESIGN,FURNITURE,HEATING,10.160064,8.467302,3.9825926
425,1414-O (©CoID).jpg,CERAMICS,TABLEWARE,SOUVENIRS,2.0607822,1.1455114,9.715653
426,1415-O (©CoID).jpg,INTERIOR DESIGN,FURNITURE,GRAPHICS,9.884808,7.861491,4.37899
427,1416-O (©CoID) Hois d'oeuvre set printed on B1.jpg,CERAMICS,TABLEWARE,OTHER,3.5492942,0.25704142,8.816072
428,1417-O (©CoID).jpg,TEXTILES,WALLPAPER,GRAPHICS,2.528444,8.3367,3.8840992
429,"1418, 1419-O (Copy Neg, CoID).jpg",INTERIOR DESIGN,DESIGN THEORY,GRAPHICS,5.1817675,4.6500835,3.4863162
430,1411 H-O.jpg,GRAPHICS,WALLPAPER,SOUVENIRS,2.491526,4.2340736,1.3888847
431,"1420,1421-O (Copy neg. no. Return to the CoID).jpg",FURNITURE,INTERIOR DESIGN,OTHER,10.877132,7.21145,6.7746253
432,"1420,1421-O (Copy neg. Return to the CoID).jpg",FURNITURE,INTERIOR DESIGN,OTHER,10.885696,7.2074237,6.7970095
433,1422-O (Copy neg CoID).jpg,FURNITURE,INTERIOR DESIGN,DESIGN THEORY,10.970336,7.9207206,6.816862
434,"1424-O (Dennis Hooker A.I.B.P., A.R.P.S.).jpg",TABLEWARE,JEWELLERY,LIGHTING,4.5727186,0.21875943,7.631334
435,"1425-O (Dennis Hooker, out of production do not use).jpg",TABLEWARE,ORNAMENTS,LIGHTING,4.024482,0.06393825,7.332009
436,"1426-O (Dennis Hooker A.I.B.P., A.R.P.S.).jpg",INTERIOR DESIGN,HEATING,TABLEWARE,11.151603,8.095169,3.1213715
